id,created_at,name,price
cbd1696a-a7aa-4164-8f27-baf71ba17be2,2022-08-02T08:35:23.200-04:00,Mens Contraption,12.95
df93ef5c-6cf0-47bd-b384-01cc8ef28468,2012-12-01T18:41:17.866-03:00,Toy Instrument,165
598d2c52-95a6-4702-a6a0-21d03a61bcfb,2012-06-04T05:22:13.660-04:00,Computer Paraphernalia,83.95
c3b193f8-2866-4b0d-8d40-60afdb0cc89d,2016-09-29T21:08:42.100-04:00,Gardening Implement,176
74cf103b-2c69-43a6-85f2-b5ef0221a884,2010-09-20T03:37:08.143-04:00,Medicine Implement,36.99
dead5705-2538-44fa-b92e-715fcc4bcc98,2020-09-26T12:54:43.273-04:00,Biking Tool,77.95
82b874e1-251f-4d2a-9133-29898ab87a2d,2010-07-02T20:18:11.565-04:00,Bedding Supplies,163.95
57c701ab-5ca1-408a-b14d-00e7d4be0d1b,2011-09-25T20:17:36.055-04:00,Truck Mechanism,114.95
adc7e1bb-61f3-41d6-9820-438bad88c91f,2021-01-09T22:13:06.189-04:00,Cleaning Contraption,166
54576dfa-91d6-4501-8cc8-e89c4927ce2c,2013-05-09T04:45:15.765-04:00,Mens Accessory,111.95
15a1752c-d5db-42a1-9706-8db83ef4cc5f,2021-10-18T12:35:24.264-04:00,Book Apparatus,127.99
16822154-9bd0-4320-870b-a106ad48a76f,2018-08-15T10:55:40.827-04:00,Storage Tool,19
dcc86b3c-0915-4b83-bdc0-311380fd03c8,2016-03-28T00:01:29.022-04:00,Cat Accessory,199.95
c18f4289-1103-4f5c-8915-9a5490fbb6ce,2014-01-28T09:47:40.708-03:00,Book Gear,160.99
3a0c024e-3779-4fdb-ae15-69ccb4b1ab25,2017-07-06T15:49:13.090-04:00,Baby Thingamajig,184.95
89863008-3b99-442d-91a4-03f990cfee96,2016-02-20T00:12:27.908-03:00,Cleaning Whatchamacallit,98.95
f15e65df-65a3-4937-a60e-0ae6470bc685,2010-10-30T23:42:27.499-03:00,Nutrition Device,118.99
05916000-0833-4662-8bff-fb8742ae0f6e,2019-03-15T11:26:25.721-04:00,Dog Implement,84.95
c24648ee-5f8b-4536-b949-03b7f4127914,2011-05-12T03:54:42.685-04:00,Mens Thingamajig,35.95
20100f95-a4c5-49ba-a9ee-9421a5b7a253,2015-06-05T13:26:56.496-04:00,Beach Paraphernalia,45
cb430023-a611-4f8f-b5a9-f7ab5bfbb4ad,2010-07-04T18:05:36.239-04:00,Book Item,84
cb50b37f-9350-4ef2-8086-ea472e2597f3,2011-11-06T22:48:37.992-03:00,Engine Gizmo,32
3fdd8a5a-29a4-41ae-8a75-212aab0adaa7,2023-03-30T23:35:33.309-04:00,Kitchen Mechanism,152.99
13eed69d-f5f1-47ea-9173-b4f8fbd7e657,2016-10-08T04:51:45.046-04:00,Game Accessory,168.95
56119c74-f42f-4e8a-8f74-dcfba97aae4f,2022-05-26T06:22:02.520-04:00,Vitamin Component,122
067c8591-8ac3-4bf7-8751-8105570adb75,2010-07-15T04:28:21.739-04:00,Nutrition Thingamajig,97.95
1858009f-d449-466f-8602-ba0c6ef22edf,2015-10-02T07:38:28.840-04:00,Womens Rig,120
89de1356-bcb6-46b3-af7b-14a9d8593f8f,2017-03-04T16:51:34.669-04:00,Makeup Tool,156.99
30012bee-984c-42fd-888e-2c557332b797,2014-11-24T02:14:06.877-03:00,Truck Attachment,80.99
2c8753d8-7027-402f-bfa5-c5669570cfd7,2011-09-21T08:35:52.356-04:00,Music Paraphernalia,44
25c2b2c6-1736-4b18-b7b5-d685a9348305,2015-09-02T05:43:28.093-04:00,Storage Instrument,129
73e98500-4598-4dd9-a15c-49ba9a17cdb3,2012-03-06T12:03:43.497-04:00,Dining Equipment,167
cf288648-55fa-44db-a316-c54887fecbfd,2018-09-20T01:46:47.650-04:00,Computer Attachment,114.99
37b99b63-0447-4371-a6b9-bd5360559064,2023-02-16T17:49:31.908-04:00,Outdoors Whatchamacallit,173.95
3c6cf5bb-125d-4a38-b568-18dd4d40b3ce,2023-01-03T00:41:13.902-04:00,Outdoors Apparatus,66.99
45ae4038-8949-4f82-8220-7a285c7e5303,2016-11-25T16:46:08.889-03:00,First Aid Paraphernalia,122.95
2a62aee0-72da-423a-815f-d3b6b59fd2a4,2010-04-25T22:50:00.934-04:00,Sports Gear,167.95
584c443b-3458-4648-b7ca-45243b275950,2011-07-03T18:11:43.266-04:00,Movie Apparatus,53
991059ad-369a-4bda-b2dd-4b05ad1fa767,2019-11-03T07:04:52.608-04:00,Baby Machine,49.99
a6e393d1-f175-410b-b9af-77e9c22d59fc,2016-09-16T19:32:00.604-04:00,Toy Paraphernalia,159.95
ed94d91e-f296-4de3-b6aa-566d19059ae8,2023-03-17T22:52:40.849-04:00,Womens Gizmo,21.99
b83534b1-a131-4427-a437-22ee595a8faf,2020-06-10T01:14:25.522-04:00,Kids Device,10
2c26b7a0-2321-4b02-baf3-848ced609820,2011-08-25T18:06:33.272-04:00,Aquarium Device,117
b410d175-8a1a-49fc-b72c-86bcf64353e4,2010-08-07T13:28:54.275-04:00,Movie Rig,121
6c2614ce-eaa3-445e-9984-78f12b83298d,2013-01-27T07:27:15.484-03:00,Movie Mechanism,141
766d9b7d-2f76-43cf-8028-37bd5498d14a,2017-11-10T00:59:22.187-03:00,Phone Thingamajig,126.95
192838b2-5184-4f6a-b260-997780e9f8d8,2014-11-21T15:02:44.623-03:00,Camera Widget,51.95
e9d100c1-fa84-4bf1-ba98-38af941c1a1e,2019-10-15T07:35:52.585-04:00,Bedding Instrument,98.99
65d7d8d0-fea6-4004-a96e-ec06d3ef58ed,2015-09-12T08:28:01.644-04:00,Camera Attachment,136.95
cd7b3c01-0d3b-443f-8700-1aaa3225fbc6,2010-07-30T01:55:27.950-04:00,Cooking Device,10.99
1070886e-ff11-4891-861d-cccc06c9a091,2017-11-04T07:49:56.380-03:00,Game Attachment,70
07cad1a7-6952-489d-ad6c-b7b6aa71acaa,2020-01-26T08:31:10.680-04:00,Gardening Gear,93
f35371ae-ba8f-4279-bee5-807f18461c6e,2021-01-11T19:48:47.665-04:00,Movie Mechanism,32.99
dee93d09-dbf0-429e-8848-ecdd8ef86dc7,2020-07-26T05:29:42.837-04:00,Technology Whatchamacallit,21.99
2e687a24-1512-499b-8992-a09d04007ba4,2022-12-24T06:46:11.677-04:00,Outdoors Item,118.99
65b094a2-a472-4fc1-9214-3f1773f07b3f,2013-08-18T15:28:36.872-04:00,Phone Tool,113
8506722c-888c-4000-b518-de6cbb12f371,2018-12-17T17:03:42.682-03:00,Computer Thingamajig,168.95
51485219-cc20-42d4-8d3e-4f72ab41c05e,2010-01-24T10:41:21.053-03:00,Furniture Apparatus,149
e3f62487-8c4d-4589-8339-114a5e3a3865,2022-11-29T12:51:20.833-04:00,Engine Doodad,93
4f7cf77c-709e-4b84-ab17-ab0aaf6d69e3,2022-09-21T20:27:58.938-04:00,Swimming Implement,42.95
b3681ebc-c001-4656-8b73-8721112005d1,2022-04-26T11:59:37.334-04:00,Swimming Apparatus,94.95
9d168366-c558-49d2-ba7a-45fd58eee643,2012-06-16T10:33:22.126-04:00,Engine Implement,194.95
3afc2367-b1fa-4e1d-9d7d-3556f56bb380,2019-05-23T23:44:31.755-04:00,Hair Care Mechanism,24.99
7e237066-2230-495c-9cf6-71615059d1a5,2020-01-20T11:37:08.897-04:00,Swimming Widget,140
2bbc768a-342a-4979-b211-2b1f3bf47fbc,2019-09-29T14:03:51.568-04:00,Music Equipment,66.95
1c642e2e-abd0-4cf4-8848-b3c99452ff3a,2022-12-08T23:07:59.022-04:00,Swimming Paraphernalia,87.99
9deed6e5-05b5-43c5-9fa4-1ff4176efbce,2022-12-15T05:01:29.285-04:00,Tire Supplies,179.99
d33152cf-6ec1-44e6-87d5-92ab88359359,2014-06-25T23:10:13.591-04:00,Computer Mechanism,59
78a595eb-d0a4-4c97-b09e-85d36ca03c09,2018-09-03T11:23:57.253-04:00,Movie Apparatus,17
2554046c-5918-4d3b-ac9b-793a8d42c53f,2022-08-08T12:43:31.489-04:00,Movie Gear,163.99
37f18df3-3bb8-435c-a3ae-9f20be77186f,2019-05-25T08:35:34.410-04:00,Personal Tool,93
f6028269-ab57-4656-a3a2-081021477100,2012-03-25T09:03:41.939-04:00,Bath Equipment,46
8e8e4315-7144-41fe-8bfa-34cc050722ef,2022-08-05T06:02:01.407-04:00,Camping Mechanism,163
e9d6301e-9ebc-447d-8c57-47cd409962ee,2016-12-25T05:55:59.928-03:00,Dog Machine,29
bcbec6e7-91ca-4d5d-bfde-f4c2f70267ce,2014-05-01T00:55:03.582-04:00,First Aid Tool,153.95
04db9929-1697-425c-9fa0-05a69241744e,2017-03-27T08:10:24.230-04:00,Baby Whatchamacallit,78.99
762406ac-0b69-4337-9c42-a28699e1c208,2015-06-26T23:28:22.716-04:00,Phone Mechanism,187
3b609101-910a-496f-9e3f-1482abd6f937,2020-06-27T14:55:21.524-04:00,Party Equipment,31.95
53bbf2d6-1703-469d-8909-04478bb34c15,2016-05-14T22:01:59.170-04:00,Book Gear,74
42bfb9bb-13da-43d7-a500-a3149e066414,2018-06-07T11:43:07.754-04:00,Fitness Whatchamacallit,32.95
694d003f-ab61-477e-ba5c-b219a531be29,2021-03-22T06:26:38.303-04:00,Makeup Device,198.95
8665c83d-2506-4068-a718-8c7fbf6c20f8,2014-09-06T05:04:05.743-04:00,Tire Item,175.95
10925084-113f-4875-a8d3-0f836c11340e,2020-06-26T07:10:05.003-04:00,Party Implement,26.99
8437ce31-612a-4af4-a864-7d10dd856903,2014-10-31T16:21:19.205-03:00,Camera Tool,24.95
36b52b29-fc18-421d-9829-8c774dd5fdb6,2018-02-19T02:24:22.083-04:00,Engine Instrument,191.99
3e8ef838-b715-4ec8-8586-6dd7dc17d3d1,2015-01-19T14:58:38.500-03:00,Bath Equipment,43.99
0dbb8356-25b4-43f8-95bd-f041a653cfc2,2022-12-20T00:37:58.112-04:00,First Aid Equipment,196.99
c72bb904-90eb-49ca-bc93-8cad6525d655,2013-01-15T15:41:03.101-03:00,Medicine Mechanism,103.99
ecf15e54-a804-491b-80c0-7d3984a9b304,2010-07-17T20:23:34.766-04:00,Tire Device,171.95
db75df49-bed2-4c5d-96a0-fa9f39376990,2023-02-28T23:36:35.770-04:00,Engine Whatchamacallit,101.95
514454d5-9c50-4e9a-b234-ef0fc5b0db75,2010-05-19T23:11:04.012-04:00,Kids Machine,114.95
25d3a093-8572-4737-b25a-85dff3bd86c9,2019-02-11T22:24:12.673-03:00,Outdoors Kit,166.99
e0aa6b52-a47a-4bcc-b193-5ba0cce3cfbe,2013-01-26T01:29:34.416-03:00,Toy Tool,94.99
35038964-00f2-4d6a-8471-ef367afe9aa2,2021-06-04T02:37:29.153-04:00,Fitness Gear,94.99
930101c6-ef8c-44f8-9908-e323de77e41d,2020-08-14T10:03:01.187-04:00,Beach Component,197.99
f9874e35-2ae4-4201-a7c2-09c7004042bb,2017-02-24T02:30:33.147-04:00,Hair Care Doodad,130
b2ffb030-47a1-4562-b325-3da381780c64,2020-08-06T06:46:09.295-04:00,Music Supplies,192.99
dd14d0ae-af48-433c-866b-393a1f08276b,2017-12-11T14:15:17.352-03:00,Bedding Paraphernalia,113.99
94a126bf-a21b-4925-9623-de3497d07b84,2010-01-23T21:43:42.456-03:00,Kitchen Tool,158
21aa0fbf-0a7a-4da0-b3c9-101a1903857d,2017-11-28T04:18:54.907-03:00,Bath Device,172
1973b037-7ed2-44a7-8818-c121dd9b631e,2021-07-28T12:53:13.166-04:00,Baby Thingamajig,159.95
7004d5ec-9e08-4cf1-8424-c275b396d2dd,2010-10-23T10:13:47.524-03:00,Hair Care Rig,83
d8b38ece-1149-462a-8680-17493a74e7f8,2011-12-31T08:33:57.923-03:00,Book Contraption,123
2f94f669-752a-41f8-a20e-a55fe4166d8a,2018-08-31T19:40:29.789-04:00,Skin Care Rig,131.95
83120ca5-ca28-4b42-81d2-e1492552d0ce,2022-12-12T02:30:04.105-04:00,First Aid Rig,102
b05965d6-67b8-49e7-be7c-cb11b0054991,2019-07-14T09:52:20.487-04:00,Dining Rig,57
58555685-5078-4c6b-97bc-cccfeac3fbda,2017-06-11T07:32:41.480-04:00,Movie Implement,179.99
3fea691b-2f45-4b28-a7c2-c341744c1e97,2021-03-25T15:50:49.847-04:00,Game Instrument,195.99
62193ec9-afa9-43ac-8016-ad8dccfd4d42,2017-01-26T16:03:19.056-03:00,Medicine Rig,175.95
08216e8b-ab3a-4e5d-aded-404845f52ecb,2013-04-21T18:02:44.976-04:00,Baby Paraphernalia,170.95
8b48ec25-3236-4b87-8f8b-404142cb1f03,2016-04-24T20:20:38.130-04:00,Car Kit,106
4b2b4ef8-5b66-43c7-a555-546dac490b77,2014-09-06T15:14:25.423-04:00,Toy Paraphernalia,26.99
6fc3c948-88ca-4eb5-9d07-15bb46a9961b,2021-12-10T04:01:04.316-04:00,Technology Accessory,28.95
b79bb367-350f-41f7-8d08-fbd7edc0b11c,2015-02-10T13:23:48.612-03:00,Phone Gizmo,23.95
bfdc8925-1392-47ba-af50-a80b76fa4cf8,2016-12-16T08:50:05.108-03:00,Baby Gizmo,75
e82bc00a-9c61-44f9-9fcd-11dec678cb27,2014-01-25T07:57:18.696-03:00,Technology Machine,52.99
913b6ab9-50bb-4c10-a85f-366cd3b5d55d,2019-11-03T10:26:57.914-04:00,Phone Equipment,145
926e7e98-a513-4958-a3e6-863e72ae7fa2,2015-05-24T11:55:18.069-04:00,Aquarium Supplies,15
e5a466e7-e876-4a4e-b8de-780513fd9879,2023-03-04T00:12:32.713-04:00,Party Whatchamacallit,73.95
136dea6a-71f4-4d37-8797-4e275c073d1b,2015-08-07T21:50:37.891-04:00,Dog Whatchamacallit,147.99
c0285ca8-52a7-4b53-ba30-ca46944697e5,2020-03-30T16:48:12.628-04:00,Beach Kit,130.99
88812a41-e129-44d1-93ad-b0a7c79fb155,2016-01-04T03:34:08.225-03:00,Engine Contraption,151
dac09233-75e0-447f-8400-aa61215c5b06,2014-08-23T05:06:45.459-04:00,Fitness Item,20.95
dec72f42-46fe-4a45-95aa-8d669d06471f,2015-06-23T12:16:22.442-04:00,Personal Apparatus,31
cd457a00-905e-4bc3-bcb3-e34a8ac9df56,2011-02-21T17:39:16.229-04:00,First Aid Mechanism,93.95
4e13e76e-621c-45a1-8da8-1a30e38a71e2,2015-03-08T22:19:57.199-04:00,Skin Care Machine,28.99
2985b183-22be-4790-82ba-530381ac07ad,2017-02-11T17:35:17.358-03:00,Outdoors Apparatus,146
416bd264-3edb-4570-b638-64da266ca2f1,2019-01-07T03:48:55.140-03:00,Dog Thingamajig,57.99
52b1f56f-414f-4c80-867d-2dfbeaa9cd33,2021-12-26T20:49:09.665-04:00,Bath Accessory,128
6af87fa9-4969-4cf5-8d85-d098355af641,2018-08-08T08:21:29.308-04:00,Fitness Thingamajig,135.95
6e5510e7-77fe-4940-8f13-acf9ce329f74,2011-04-14T04:36:20.210-04:00,Cat Kit,96
6182da7a-2f20-4a11-86f8-4a8f05c3061a,2016-12-30T23:47:19.298-03:00,Cleaning Kit,105.95
044c0608-af8f-4c8e-98a6-c90ea1ee823e,2022-10-21T07:57:38.565-04:00,Cleaning Implement,190.95
7f74f013-d7a7-47ca-b604-1e095acec5eb,2010-06-08T17:02:49.252-04:00,Party Attachment,165.99
b429695d-3834-476e-a65c-d7b185414229,2016-03-22T18:21:14.679-04:00,First Aid Implement,180.99
8e41b9ff-da5d-4d51-b148-a9f41502a027,2022-05-21T13:43:39.716-04:00,Womens Implement,13
0b32351a-efd1-45bc-96ef-61ba5f92798a,2015-02-11T06:13:44.744-03:00,Jewelry Widget,177
36f8cd57-4a5b-478b-aad9-d232c2a0710e,2019-10-23T03:34:09.711-04:00,Medicine Widget,128.99
7729f968-0ad1-4ef3-b044-09830e142c9d,2010-07-29T20:21:56.714-04:00,Aquarium Accessory,197.95
b96070d4-e6fc-4df7-ac68-126904314c2d,2017-12-01T19:36:11.552-03:00,Fitness Implement,39.99
5458df84-3d7b-4007-af4d-624dfee33eea,2016-06-11T19:39:18.139-04:00,Phone Supplies,33
b087df07-9784-4f90-b740-331e769dac2b,2016-09-15T17:14:16.702-04:00,Swimming Equipment,149.99
7c61b55d-43ea-4e9b-87a1-f7607de103e3,2012-11-15T17:10:50.681-03:00,Cleaning Doodad,122.99
870ba826-17ed-4af9-a288-7cf06dedf08b,2011-03-07T00:10:29.504-04:00,Music Thingamajig,31.99
a666cbfe-12f8-44e6-8971-82817c997a8f,2021-03-08T01:13:34.628-04:00,Computer Tool,150.99
daeb4de5-b08b-489d-9ab4-078428c14434,2019-12-27T22:10:34.261-04:00,Biking Component,36.95
b8e0b426-b8a2-445f-81f5-c08d568b43d6,2011-12-02T16:01:25.951-03:00,Cat Accessory,103.95
04c5d93a-c897-4575-8f05-1cf23d7af362,2013-05-22T10:39:55.749-04:00,Storage Whatchamacallit,72
5b75bcf8-0d23-4c37-b052-a5d577441f47,2018-11-13T09:14:00.127-03:00,Music Kit,161
636c41bd-8bfb-4254-8ecc-a7c1afeabc68,2020-09-27T06:22:28.695-04:00,Womens Contraption,91.95
cb90deee-9d31-48a3-9087-f51a6ac31ace,2012-06-13T22:22:39.949-04:00,Bath Instrument,72.95
69869af2-0062-4eda-a29d-bbb6b956b8e2,2017-03-22T09:26:59.390-04:00,Baby Mechanism,159
ae65571a-3d73-4146-bf53-542cb9509940,2013-01-29T02:18:02.905-03:00,Technology Tool,118.95
b814fca4-57b2-4757-b957-fa0d5efca972,2013-06-21T10:40:47.025-04:00,Bath Gadget,53.99
66b0dfa0-e2f7-4caa-8d69-86fad3f9f77a,2021-07-02T16:51:33.700-04:00,Home Improvement Widget,66.99
213c9b5f-a95e-4e59-8d38-40040a71fa08,2022-03-14T12:12:05.851-04:00,Medicine Doodad,109.95
9f06503a-6bbe-477a-8bb5-e4a66fcd46f6,2012-06-26T21:32:06.694-04:00,Skin Care Paraphernalia,42.99
522f0af2-5948-46a4-9d81-d9c50cce077e,2014-01-06T05:32:21.367-03:00,Car Doodad,114
b81dff2f-891a-48aa-9f51-5a8e13a68a33,2015-05-29T03:12:17.554-04:00,Kids Instrument,90.95
f57b1e32-051b-4e07-85d6-4c7988325d43,2014-05-15T23:58:22.557-04:00,Biking Device,88.99
2617dbfa-307d-40e1-bca1-9175b2d8f9d2,2014-01-06T14:43:02.163-03:00,Engine Accessory,22.99
15a4c81b-7c48-4568-a1c3-1bbef3ec9e4d,2016-05-14T18:17:06.257-04:00,Fitness Rig,38
bb986a57-dfaa-40bf-a99c-48df9db04b81,2020-05-22T10:56:48.581-04:00,Music Contraption,54.99
ed4ae212-cf41-48ad-b2ee-cfa2f9dfddcf,2017-03-07T12:30:07.042-04:00,Sports Whatchamacallit,183.99
61b9d101-ddc8-4433-ae3a-935f9fa4a45a,2013-06-20T17:39:05.721-04:00,Car Whatchamacallit,138
bd2e79e6-5ebb-42a8-9bc6-b8e70acd9e67,2019-01-09T14:37:54.747-03:00,Cat Accessory,43.95
681cdd1f-c888-4a59-ab41-d942f4722b1f,2010-02-15T04:34:33.902-03:00,Movie Gadget,22
7aa40aca-b2a4-4f58-adb3-1be91c444326,2015-10-16T14:24:45.859-04:00,Medicine Kit,171.95
d6739754-7ee6-4d83-ad0b-bb1b3b78d521,2011-05-22T10:33:11.100-04:00,Bedding Apparatus,44.95
81c340b6-a51a-472e-b435-2fd4686c0122,2021-03-12T21:40:35.662-04:00,Hair Care Apparatus,165.99
36915ddf-093e-4452-8ef1-5fcb9dc92055,2020-06-01T10:50:12.708-04:00,Camping Supplies,187.99
cee8e9b3-4a5c-48aa-996f-5f25c048e472,2022-01-07T08:11:45.526-04:00,Truck Rig,191
7433e7e6-f86d-426b-ad49-bf3aa8193fa0,2019-03-27T11:55:12.166-04:00,Camping Implement,16.99
058f96d5-3f4d-433b-914e-94fff945fd52,2022-12-14T11:09:17.677-04:00,Car Gear,76.99
f17105a3-50d9-41e4-b25f-1df15703e2a1,2010-04-05T04:35:48.231-04:00,Dog Instrument,110.95
e5d253c7-5f45-4f05-b26b-a37538cba806,2011-07-10T16:47:20.091-04:00,Furniture Attachment,165.95
c203c264-eeff-4231-8263-1bb3cfe663bf,2011-05-04T19:55:44.608-04:00,Sports Thingamajig,160
c2ac9d76-1590-47c2-a22b-2de5f3ee5195,2013-02-03T04:55:09.945-03:00,Storage Device,72.95
0d9c20b6-fe67-45d2-9ffb-c581b8a49a24,2013-02-17T18:35:07.639-04:00,Phone Paraphernalia,133
2cb78bd3-179d-4036-be96-bba6dcca4ce4,2016-06-19T15:23:36.497-04:00,Game Equipment,23.99
60335132-d484-4aba-b8fb-e42f07679aee,2011-01-31T09:58:10.594-03:00,Book Supplies,27
6dac63cd-3603-4163-808b-9849df03abba,2013-01-17T09:05:17.344-03:00,Kids Widget,37.99
2737964d-ff9f-438f-a2fc-2fa1811de933,2011-09-02T17:56:19.704-04:00,Kitchen Component,61.95
38570df4-0983-480e-bcd9-bf89f31af88b,2018-04-30T09:08:36.827-04:00,Medicine Mechanism,121.95
27c3c693-b8ca-46d8-8cc2-6dff1e9a6a89,2017-06-30T15:16:10.387-04:00,Cleaning Widget,143
e59b4f7a-c561-43f8-963c-7254160ed174,2014-03-24T10:22:53.329-04:00,Medicine Attachment,129.99
1b7ba29b-a8cb-400e-b22f-28e5eb5239d7,2020-02-18T17:17:32.597-04:00,Music Supplies,123.99
6d839494-2122-4250-b897-fe1bf9eeaf82,2011-02-02T19:30:31.148-03:00,Camping Gear,185.99
89817e5b-eae4-4e21-ab3f-7b7896e8ba2d,2020-01-25T15:08:14.634-04:00,Personal Rig,171.95
fa99def0-cbed-4571-be5b-d2480686abad,2017-11-22T13:29:09.793-03:00,Truck Whatchamacallit,79.99
8b9574f4-8bdb-403d-910f-8756a012537e,2014-02-10T08:51:41.019-03:00,Jewelry Gadget,57.95
4569e677-4807-4955-8446-36bdf240aedd,2010-11-05T18:26:06.545-03:00,Home Improvement Gadget,173.99
e1811f86-ae54-49f6-afe3-742075526ed2,2015-09-21T01:07:27.678-04:00,Tire Contraption,135.95
a6df8d69-1ecd-40f6-a399-e877dcd14f8c,2019-03-05T20:41:27.399-04:00,Truck Gear,77.99
74b0ecd4-37b3-40a8-ad74-584f4013a3d0,2019-12-25T11:33:17.638-04:00,Home Improvement Device,196
7c0ec6ec-41e8-47d4-895e-4743336bccae,2012-12-22T15:00:05.993-03:00,Party Gear,66.95
6dffa25f-b2a3-4f63-8ec9-0b31a23e8b04,2022-08-05T07:15:47.321-04:00,First Aid Whatchamacallit,18.95
a4c03507-14d0-49da-b85a-7b9f926da5f4,2021-10-16T11:40:26.125-04:00,Engine Accessory,176.95
4613683a-e8b5-48cb-aaf5-69298bcc1290,2021-10-12T04:54:47.100-04:00,Cleaning Widget,25.95
